product_id,product_name,product_url
0,Dung dịch vệ sinh vùng kín Bimunica 250ml dành cho bé gái từ 0 tháng tuổi ,https://nhathuoclongchau.com.vn/duoc-my-pham/dung-dich-ve-sinh-bimunica-250-ml-danh-cho-be-gai.html
1,"Kem giảm thâm vùng nách, mông, bikini Neothera Armpit Cream La Beaute 35ml dưỡng trắng da",https://nhathuoclongchau.com.vn/duoc-my-pham/kem-giam-tham-vung-nach-mong-bikini-neothera-armpit-cream-35-ml.html
2,Gel rửa mặt SVR Sebiaclear Gel Moussant 200ml làm sạch không chứa xà phòng và loại bỏ tế bào da chết ,https://nhathuoclongchau.com.vn/duoc-my-pham/gel-lam-sach-va-loai-bo-te-bao-chet-khong-chua-xa-phong-svr-sebiaclear-gel-moussant-200-ml-new.html
3,"Bọt vệ sinh nam giới Sumely Men's Sanitary Foam giúp làm sạch, khử và ngăn chặn mùi vùng kín (100ml)",https://nhathuoclongchau.com.vn/duoc-my-pham/bot-ve-sinh-nam-gioi-lam-sach-khu-va-ngan-mui-thom-mat-sumely-men-s-sanitary-foam-100-ml.html
4,"Nước tẩy trang JMsolution Water Luminous S.O.S Ringer Cleansing Water giúp làm sạch bụi bẩn, dầu thừa và lớp trang điểm (500ml)",https://nhathuoclongchau.com.vn/duoc-my-pham/jmsolution-water-luminous-s-o-s-ringer-cleansing-water-500-ml-nuoc-tay-trang-lam-sach-sau-va-cap-am.html
5,"Mặt nạ Marine Luminous Pearl Deep Moisture Mask Peal JMsolution tăng cường dưỡng ẩm, dưỡng trắng (30ml)",https://nhathuoclongchau.com.vn/duoc-my-pham/jmsolution-marine-luminous-pearl-deep-moisture-mask-peal-30-ml-mat-na-chiet-xuat-ngoc-trai-cap-am-chuyen-sau.html
6,"Gel làm mờ sẹo Fixderma Scars do mụn, bỏng, rạn da, vết thươngl (7ml)",https://nhathuoclongchau.com.vn/duoc-my-pham/kem-boi-seo-fixderma-scar-gel-7-ml.html
7,Gội phủ bạc Healthy and lively H4 Lavox màu nâu cà phê (10 gói x 30ml),https://nhathuoclongchau.com.vn/duoc-my-pham/goi-phu-bac-healthy-and-lively-lavox-mau-nau-ca-phe-h4-10-goi-x-30-ml.html
8,Gội phủ bạc Healthy and lively H1 Lavox màu đen (10 gói x 30ml),https://nhathuoclongchau.com.vn/duoc-my-pham/goi-phu-bac-healthy-and-lively-lavox-mau-den-h1-10-goi-x-30-ml.html
9,Sữa tắm giảm mụn lưng Neo Acnes tinh chất tràm trà (250ml),https://nhathuoclongchau.com.vn/duoc-my-pham/sua-tam-giam-mun-lung-tinh-chat-tram-tra-neo-acness-250-ml.html
10,"Sáp dưỡng ẩm Vaseline Fobelife làm mềm da, làm dịu da, cải thiện da bị khô (50g)",https://nhathuoclongchau.com.vn/duoc-my-pham/sap-duong-am-lam-mem-da-vaseline-fobelife-50-g.html
